rows_total,accepted_rows,acceptance_rate,accuracy_all_rows,accuracy_on_accepted,pf_estimate_rr1,pred_Long,pred_Short,pred_None,real_Long,real_Short,real_None,source
16,16,1.0,0.1875,0.1875,0.230769,16,0,0,3,5,0,predictions_XAUUSD_Minute15_20201011.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,39,0,predictions_XAUUSD_Minute15_20201012.csv
184,184,1.0,0.222826,0.222826,0.286713,184,0,0,41,50,0,predictions_XAUUSD_Minute15_20201013.csv
184,184,1.0,0.293478,0.293478,0.415385,184,0,0,54,38,0,predictions_XAUUSD_Minute15_20201014.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,47,0,predictions_XAUUSD_Minute15_20201015.csv
168,168,1.0,0.25,0.25,0.333333,168,0,0,42,41,0,predictions_XAUUSD_Minute15_20201016.csv
16,16,1.0,0.125,0.125,0.142857,16,0,0,2,6,0,predictions_XAUUSD_Minute15_20201018.csv
184,184,1.0,0.266304,0.266304,0.362963,184,0,0,49,42,0,predictions_XAUUSD_Minute15_20201019.csv
184,184,1.0,0.271739,0.271739,0.373134,184,0,0,50,42,0,predictions_XAUUSD_Minute15_20201020.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20201021.csv
184,184,1.0,0.23913,0.23913,0.314286,184,0,0,44,48,0,predictions_XAUUSD_Minute15_20201022.csv
168,168,1.0,0.25,0.25,0.333333,168,0,0,42,40,0,predictions_XAUUSD_Minute15_20201023.csv
16,16,1.0,0.1875,0.1875,0.230769,16,0,0,3,5,0,predictions_XAUUSD_Minute15_20201025.csv
184,184,1.0,0.288043,0.288043,0.40458,184,0,0,53,38,0,predictions_XAUUSD_Minute15_20201026.csv
184,184,1.0,0.255435,0.255435,0.343066,184,0,0,47,45,0,predictions_XAUUSD_Minute15_20201027.csv
184,184,1.0,0.228261,0.228261,0.295775,184,0,0,42,49,0,predictions_XAUUSD_Minute15_20201028.csv
184,184,1.0,0.233696,0.233696,0.304965,184,0,0,43,49,0,predictions_XAUUSD_Minute15_20201029.csv
168,168,1.0,0.244048,0.244048,0.322835,168,0,0,41,43,0,predictions_XAUUSD_Minute15_20201030.csv
8,8,1.0,0.125,0.125,0.142857,8,0,0,1,3,0,predictions_XAUUSD_Minute15_20201101.csv
184,184,1.0,0.277174,0.277174,0.383459,184,0,0,51,41,0,predictions_XAUUSD_Minute15_20201102.csv
184,184,1.0,0.244565,0.244565,0.323741,184,0,0,45,46,0,predictions_XAUUSD_Minute15_20201103.csv
184,184,1.0,0.26087,0.26087,0.352941,184,0,0,48,44,0,predictions_XAUUSD_Minute15_20201104.csv
184,184,1.0,0.309783,0.309783,0.448819,184,0,0,57,35,0,predictions_XAUUSD_Minute15_20201105.csv
